feature_id_standardized	gene_symbol	description	gene_biotype	annotation_release
NCBI:GeneID:117686344	LOC117686344	fucolectin-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344289	LOC105344289	acetylcholine receptor subunit beta-like 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348071	LOC105348071	tetratricopeptide repeat protein 8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619235	LOC109619235	uncharacterized LOC109619235	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117685215	LOC117685215	uncharacterized LOC117685215	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328390	LOC105328390	RYamide receptor-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341257	LOC105341257	chitin synthase chs-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320602	LOC105320602	uncharacterized LOC105320602	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325847	LOC105325847	vesicle-associated membrane protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332961	LOC105332961	solute carrier family 25 member 32	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329945	LOC105329945	phospholipid phosphatase 5	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327723	LOC105327723	homeobox even-skipped homolog protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687931	LOC117687931	uncharacterized LOC117687931	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318129	LOC105318129	RNA-binding protein 25	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346971	LOC105346971	coronin-2B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691809	LOC117691809	uncharacterized LOC117691809	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341810	LOC105341810	tetratricopeptide repeat protein 39C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334105	LOC105334105	uncharacterized LOC105334105	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335757	LOC105335757	uncharacterized LOC105335757	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323229	LOC105323229	tumor protein p53-inducible protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334023	LOC105334023	RNA pseudouridylate synthase domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337649	LOC105337649	Fanconi anemia group D2 protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329449	LOC105329449	cilia- and flagella-associated protein 57	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117687833	LOC117687833	D-beta-hydroxybutyrate dehydrogenase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327668	LOC105327668	neuronal calcium sensor 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329979	LOC105329979	uncharacterized LOC105329979	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105329060	LOC105329060	autism susceptibility gene 2 protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331123	LOC105331123	sushi domain-containing protein 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334539	LOC105334539	uncharacterized LOC105334539	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332223	LOC105332223	myocyte-specific enhancer factor 2C	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269751	LOC136269751	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117688955	LOC117688955	uncharacterized LOC117688955	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105330584	LOC105330584	phospholipid-transporting ATPase IF	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682793	LOC117682793	brain acid soluble protein 1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270663	LOC136270663	uncharacterized LOC136270663	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341280	LOC105341280	uncharacterized LOC105341280	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271092	LOC136271092	ankyrin-1-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326683	LOC105326683	mitotic apparatus protein p62	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317473	LOC105317473	protein expanded	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682907	LOC117682907	uncharacterized LOC117682907	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276646	LOC136276646	glutamyl aminopeptidase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117686579	LOC117686579	uncharacterized LOC117686579	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335199	LOC105335199	paired amphipathic helix protein Sin3a	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275587	LOC136275587	tropomyosin-1, isoforms 33/34-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320498	LOC105320498	uncharacterized LOC105320498	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689018	LOC117689018	E3 ubiquitin-protein ligase TRIM45-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323276	LOC105323276	hypothetical protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328969	LOC105328969	uncharacterized LOC105328969	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333612	LOC105333612	uncharacterized LOC105333612	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331755	LOC105331755	uncharacterized LOC105331755	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347896	LOC105347896	uncharacterized LOC105347896	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341075	LOC105341075	uncharacterized LOC105341075	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337352	LOC105337352	zinc finger protein ZFP2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339156	LOC105339156	uncharacterized LOC105339156	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274676	LOC136274676	uncharacterized LOC136274676	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684420	LOC117684420	uncharacterized LOC117684420	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323155	LOC105323155	uncharacterized LOC105323155	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276065	LOC136276065	uncharacterized LOC136276065	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338216	LOC105338216	uncharacterized LOC105338216	misc_RNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274589	LOC136274589	tripartite motif-containing protein 3-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337127	LOC105337127	transmembrane protein 237	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324586	LOC105324586	medium-chain acyl-CoA ligase ACSF2, mitochondrial	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271819	LOC136271819	uncharacterized LOC136271819	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341934	LOC105341934	tectonic-1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321533	LOC105321533	threonine--tRNA ligase 1, cytoplasmic	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347910	LOC105347910	zinc transporter ZIP3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324818	LOC105324818	cyclic nucleotide-gated channel beta-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335107	LOC105335107	ELAV-like protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344563	LOC105344563	uncharacterized LOC105344563	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269980	LOC136269980	A disintegrin and metalloproteinase with thrombospondin motifs 9-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274104	LOC136274104	valacyclovir hydrolase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339181	LOC105339181	exosome complex component RRP46	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342167	LOC105342167	uncharacterized LOC105342167	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327756	LOC105327756	ubiquitin-like protein 3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339841	LOC105339841	leucine-rich repeat-containing protein 45	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331290	LOC105331290	tetratricopeptide repeat protein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275438	LOC136275438	histamine H1 receptor-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322740	LOC105322740	DNA helicase MCM8	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273019	LOC136273019	uncharacterized LOC136273019	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105337834	LOC105337834	uncharacterized LOC105337834	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320933	LOC105320933	RING finger protein 150	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327090	LOC105327090	multiple epidermal growth factor-like domains protein 11	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342002	LOC105342002	(E3-independent) E2 ubiquitin-conjugating enzyme	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324878	LOC105324878	box C/D snoRNA protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345946	LOC105345946	uncharacterized LOC105345946	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340660	LOC105340660	interaptin	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328665	LOC105328665	protein unc-119 homolog B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136271566	LOC136271566	uncharacterized LOC136271566	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105335696	LOC105335696	uncharacterized LOC105335696	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334367	LOC105334367	ribose-5-phosphate isomerase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117681851	LOC117681851	N-acetylneuraminate lyase B	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318577	LOC105318577	uncharacterized LOC105318577	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320068	LOC105320068	integrase/recombinase xerD homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105323962	LOC105323962	cadherin-23	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322850	LOC105322850	protein BANP	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344435	LOC105344435	uncharacterized LOC105344435	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109620963	LOC109620963	uncharacterized LOC109620963	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105340216	LOC105340216	uncharacterized LOC105340216	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682073	LOC117682073	uncharacterized LOC117682073	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322888	LOC105322888	uncharacterized LOC105322888	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328460	LOC105328460	zinc finger transcription factor lin-29	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269600	LOC136269600	D-beta-hydroxybutyrate dehydrogenase-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275339	LOC136275339	uncharacterized LOC136275339	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336262	LOC105336262	beta-1,3-galactosyltransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272633	LOC136272633	uncharacterized LOC136272633	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326461	LOC105326461	uncharacterized LOC105326461	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105332379	LOC105332379	scavenger receptor cysteine-rich type 1 protein M160	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343755	LOC105343755	uncharacterized LOC105343755	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105344320	LOC105344320	centriole, cilia and spindle-associated protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334924	LOC105334924	N-glycosylase/DNA lyase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328610	LOC105328610	glutathione peroxidase 7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348162	LOC105348162	kelch-like protein 12	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326617	LOC105326617	protein draper	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105318787	LOC105318787	uncharacterized LOC105318787	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345500	LOC105345500	COMM domain-containing protein 10	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348812	LOC105348812	phe13-bombesin receptor	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105324806	LOC105324806	uncharacterized LOC105324806	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105346658	LOC105346658	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269505	LOC136269505	A-kinase anchor protein 7-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319155	LOC105319155	uncharacterized LOC105319155	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136275439	LOC136275439	uncharacterized LOC136275439	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105326134	LOC105326134	sulfotransferase 1E1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109617773	LOC109617773	uncharacterized LOC109617773	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331595	LOC105331595	eukaryotic translation initiation factor 2 subunit 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680726	LOC117680726	uncharacterized LOC117680726	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339763	LOC105339763	uncharacterized LOC105339763	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320791	LOC105320791	dnaJ homolog subfamily C member 27-A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105336884	LOC105336884	acetylcholine receptor subunit alpha-type acr-7	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136274530	LOC136274530	uncharacterized LOC136274530	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320464	LOC105320464	nurim	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691251	LOC117691251	uncharacterized LOC117691251	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117680957	LOC117680957	uncharacterized LOC117680957	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320959	LOC105320959	ragulator complex protein LAMTOR1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341966	LOC105341966	putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317598	LOC105317598	tyrosine-protein kinase RYK	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273005	LOC136273005	uncharacterized LOC136273005	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345393	LOC105345393	peptidyl-prolyl cis-trans isomerase FKBP14	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684278	LOC117684278	uncharacterized LOC117684278	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105349228	LOC105349228	uncharacterized LOC105349228	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105339239	LOC105339239	heterogeneous nuclear ribonucleoprotein 87F	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347256	LOC105347256	protein TEX261	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136272179	LOC136272179	uncharacterized LOC136272179	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269893	LOC136269893	uncharacterized LOC136269893	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691687	LOC117691687	uncharacterized LOC117691687	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320819	LOC105320819	cilia- and flagella-associated protein 161	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105347970	LOC105347970	uncharacterized LOC105347970	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317901	LOC105317901	circumsporozoite protein-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105342822	LOC105342822	uncharacterized protein KIAA0930 homolog	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684917	LOC117684917	uncharacterized LOC117684917	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105320151	LOC105320151	cyclic nucleotide-binding domain-containing protein 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105319759	LOC105319759	uncharacterized LOC105319759	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105331964	LOC105331964	heat shock 70 kDa protein 12A	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117692991	LOC117692991	uncharacterized LOC117692991	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345280	Secernin-1	secernin-2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105345970	LOC105345970	uncharacterized LOC105345970	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338089	LOC105338089	ethanolamine kinase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105333572	LOC105333572	transcription factor IIIA	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117684413	LOC117684413	uncharacterized LOC117684413	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:109619543	LOC109619543	microfibril-associated glycoprotein 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105334252	LOC105334252	H/ACA ribonucleoprotein complex subunit DKC1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270649	LOC136270649	uncharacterized LOC136270649	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105321199	LOC105321199	serine/threonine-protein kinase greatwall	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136273756	LOC136273756	uncharacterized LOC136273756	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105328838	LOC105328838	prostaglandin reductase-3	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105343038	LOC105343038	WW domain-containing oxidoreductase	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689111	LOC117689111	sex peptide receptor-related protein 2-like	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105322269	LOC105322269	uncharacterized LOC105322269	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105341856	LOC105341856	diacylglycerol kinase theta	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117689471	LOC117689471	uncharacterized LOC117689471	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117682484	LOC117682484	uncharacterized LOC117682484	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105325113	LOC105325113	phospholipase A-2-activating protein	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136276580	LOC136276580	uncharacterized LOC136276580	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:117691857	LOC117691857	uncharacterized LOC117691857	lncRNA	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105348279	LOC105348279	glutamate receptor ionotropic, kainate 4	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105317402	LOC105317402	ubiquitin-conjugating enzyme E2 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105338479	LOC105338479	heparan-sulfate 6-O-sulfotransferase 2	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136269549	LOC136269549	uncharacterized LOC136269549	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:105327266	LOC105327266	carbohydrate sulfotransferase 1	protein_coding	GCF_963853765.1-RS_2024_06
NCBI:GeneID:136270410	LOC136270410	uncharacterized LOC136270410	protein_coding	GCF_963853765.1-RS_2024_06
